person,2020,2021,2022,2023
104,13436,11979,13582,13270
110,7842,0,0,0
117,20833,5514,2676,4094
118,20947,5628,2781,4207
123,9650,10027,11047,12015
124,3039,5032,7966,8554
128,30134,13908,8309,0
130,17475,24302,20564,10327
131,17475,24302,20564,10327
132,18710,26295,22442,10915
135,17475,24302,20564,10327
136,17475,24302,20564,10327
137,18710,26295,22442,10915
147,58632,63379,64232,64529
151,119667,146183,161196,168578
161,30109,39108,33323,19395
162,17498,24264,20568,10327
164,20854,22645,21477,21125
165,28202,35055,29176,15009
166,79562,100129,90652,77833
176,228,8451,6496,6496
179,10447,14898,18459,20612
187,36719,43228,46258,49984
188,4332,5451,3555,2658
200,8560,9486,10129,9952
201,23397,32799,27818,13202
210,78841,97893,92062,79067
213,30507,42429,39999,41698
222,124326,147159,167771,177317
230,9714,10653,8897,8453
235,141580,172548,191122,200657
236,119667,146183,161196,168578
238,4686,6504,5377,2286
243,189232,208748,224216,227656
244,162413,178062,193797,204751
245,39988,27143,21702,14919
246,144619,177580,199087,209211
247,51360,65074,61476,62823
248,44613,31168,25128,18444
249,106074,113506,127084,129101
250,23022,7828,4544,6175
253,79562,100129,90652,77833
260,29720,29740,29740,29740
262,61566,71902,76547,86285
32,13970,16498,15157,14430
35,12051,10504,10745,11611
39,10850,12530,11661,10742
41,11071,11252,10216,11448
43,5631,4995,4407,5075
44,5631,4995,4407,5075
49,6344,5724,5088,5886
81,14242,10482,11045,11437
100,5944,5835,5801,5724
101,19349,16661,15872,16862
111,392,8120,7176,11872
123,10087,7022,7098,7306
128,6658,5776,4594,4577
147,10127,6920,7187,7308
151,10785,9236,9470,10383
166,14726,16121,15153,14482
210,13970,16347,15157,14430
213,10850,12530,11661,10742
222,4755,5162,5377,6202
232,1675,8120,6326,11498
235,12051,10504,10745,11611
236,10785,9236,9470,10383
243,22796,19672,18963,20199
244,13718,11667,11465,11787
245,7297,6158,5127,5251
246,13900,12250,12557,13506
247,13346,15032,14418,13387
248,8896,7422,6406,6693
249,11725,8420,8747,8752
253,14726,16121,15153,14482
262,4727,5529,5128,5561
0,6932,11468,6429,6318
1,19022,19284,19524,23571
10,14322,4948,10402,12111
15,2988,21121,23647,23647
16,4948,10592,12111,11357
17,4948,10592,12111,11357
20,4721,9769,8820,8224
23,18642,16158,22295,16290
32,42838,45473,56780,45530
33,2988,21121,23647,23647
35,29378,41859,57723,63425
36,0,18134,10001,0
38,3471,5245,4233,4630
39,12885,16428,18902,17814
41,27796,34427,35878,38335
43,9657,19900,19044,25443
44,10141,20391,19434,26088
49,19328,34345,29995,36539
58,5780,5789,5795,5642
63,15424,15156,15736,15009
64,15762,15750,16410,15600
68,4948,10592,12111,11357
74,7226,6087,5601,6734
80,19216,19660,19938,24024
81,59894,73603,85486,94832
82,24772,25373,27575,25249
88,7619,7268,7067,6101
89,7619,7268,7067,6101
101,108319,119663,124402,125820
110,0,18134,10001,0
111,9065,16472,8909,19701
117,69285,57904,47635,36953
118,70357,58571,47938,37716
119,9065,16472,8909,19701
123,52221,63315,75681,83086
124,2697,3725,4663,5815
127,0,18134,10001,0
128,73994,67212,54568,51038
130,5780,5789,5795,5642
131,5780,5789,5795,5642
132,6797,6714,6729,6792
135,5780,5789,5795,5642
136,5780,5789,5795,5642
137,6797,6714,6729,6792
147,57743,65364,71013,73346
151,29370,41785,57623,63332
156,5124,3878,5733,3956
161,15762,15752,16143,15513
162,5780,5791,5588,5576
164,9337,10151,12100,10342
165,15434,15222,15474,14907
166,37657,41801,46477,43063
185,4667,4579,5418,3470
192,8226,12640,8195,8236
201,7806,7888,8669,8908
210,42838,45473,56512,45440
213,12885,16428,18902,17814
222,21262,16464,23100,29365
235,29378,41859,57723,63425
236,29370,41785,57623,63332
243,133955,145654,149189,148993
244,98663,99762,105358,100378
245,80498,78962,67373,63805
246,32075,45584,62386,69240
247,22223,26579,31002,28156
248,101881,100070,86803,79753
249,106159,111228,113311,110658
250,82553,65726,56808,43213
251,15714,15440,15662,15068
253,37657,41801,46477,43063
257,5758,1905,2068,439
262,8468,82,5883,1795
0,5519,7203,9414,6754
3,14827,14822,15037,15003
10,18290,16306,18484,19990
11,8386,7752,7057,7193
15,22315,22315,22315,22315
16,16306,18484,19990,17121
17,19933,23580,27902,25868
19,11385,7316,11227,6068
20,4921,11168,8763,11053
23,4673,5805,7447,3730
32,114721,131685,137813,137229
33,22315,22315,22315,22315
35,63238,62589,61872,61119
39,101330,109535,116554,126438
41,27697,30440,36454,34595
49,17983,21071,19361,18446
58,1183,4117,6617,5256
63,3456,4784,6892,6351
64,4230,5748,7707,7247
68,16306,18484,19990,17121
74,4018,4955,6677,2413
78,7549,7219,0,0
79,8314,8216,931,995
81,39931,41455,13463,14356
82,10486,9599,10874,12152
101,70079,72357,61944,61193
107,7799,8558,18744,19069
111,20530,15607,6717,5931
117,5237,7073,0,0
118,5372,7156,9,33
119,5028,6242,1641,0
121,7799,8558,18744,19069
123,26390,28867,2376,2720
130,1183,4117,6617,5256
131,1183,4117,6617,5256
132,1904,3790,5688,5237
135,1183,4117,6617,5256
136,1752,3790,5688,5237
137,1336,4117,6617,5256
147,28537,29290,8449,8878
151,54924,54373,60941,60124
156,3199,5327,6591,5860
161,4371,5748,7690,7238
162,1847,3790,5674,5229
164,8071,7680,7805,9152
166,111817,119134,127429,138591
174,6395,6098,4753,5008
182,7634,9869,9179,8980
189,3627,5095,7912,8747
192,6591,8495,10952,9199
201,2835,4750,6875,6335
210,114721,131685,137813,137229
213,101330,109535,116554,126438
222,30915,29930,28628,27865
224,0,22,6906,0
232,15502,9365,5077,5931
235,63238,62589,61872,61119
236,54924,54373,60941,60124
243,92098,98697,88898,85990
244,68475,69662,61872,61119
245,7040,9933,145,157
246,63239,62590,61872,61119
247,109402,117215,124359,135591
248,28860,36108,27026,24871
249,64401,68258,52444,51395
250,10877,15037,7665,6425
251,3447,3316,5252,4777
253,111817,119134,127429,138591
262,9714,9369,17093,16149
0,8367,9508,8881,9065
3,14681,21370,21370,22666
10,3043,2998,7526,3205
11,21108,22983,24132,25012
14,14415,13533,11925,10602
15,3765,4239,4239,6483
16,2998,7526,3205,2502
17,2998,7526,3205,2502
20,2956,7479,3157,2454
32,74032,72015,75103,74735
33,3765,4239,4239,6483
35,1847,5844,1660,2591
36,0,7209,0,3591
39,54399,54585,57357,57061
41,15353,20633,15433,16265
43,9600,5500,4750,4100
44,11614,7940,7374,6208
49,27631,24425,22989,21715
53,5453,5281,4875,4303
54,5453,5281,4875,4303
68,2998,7526,3205,2502
72,7226,7806,6886,8227
81,48082,48827,49647,49144
82,13067,11967,12818,12087
100,9645,10511,9278,10896
101,11447,13844,8460,8591
110,0,7209,0,3591
116,12402,11093,9301,8494
118,12402,13593,11351,10394
127,0,7209,0,3591
128,6602,474,3595,3498
147,23067,19929,16813,14415
151,1824,5835,1659,2591
164,15191,13257,15237,14259
166,67466,66552,70175,69148
171,6607,5434,5018,5474
187,25955,24826,24492,23108
192,8565,9650,9267,9401
210,67425,66581,70085,69261
213,54399,54585,57357,57061
214,5453,5281,4875,4303
235,1847,5844,1660,2591
236,1824,5835,1659,2591
243,45105,46505,37849,36415
244,1847,8344,3710,4491
245,24015,21533,18725,16602
246,1847,5844,1660,2592
247,69591,67843,72594,71320
248,43258,40661,36189,33823
249,29752,25872,22416,20149
250,15627,16236,13200,12108
253,67466,66552,70175,69148
15,9942,9942,9942,9942
33,9942,9942,9942,9942
35,9876,9739,9448,9058
101,12147,12197,11946,11556
103,14171,14040,14119,14276
151,9876,9739,9448,9058
235,9876,9739,9448,9058
236,9876,9739,9448,9058
243,17702,17621,17252,17102
244,9876,9739,9448,9058
246,13684,13546,13255,12865
249,16543,16826,16851,16986
41,4326,4593,5869,0
101,4231,4303,5507,0
243,5598,5783,6948,0
0,5057,4860,3923,3258
1,7757,6362,6652,8095
16,6314,10821,9806,11392
17,22919,23491,24514,24210
32,10954,6832,10076,12950
35,17558,13830,13970,14470
101,17558,13830,13970,14470
105,19041,14165,16080,16243
151,17551,13826,13956,14452
166,19948,19128,18771,20424
189,16605,12670,14709,12818
192,5096,4893,3944,3275
222,11292,8132,8492,9032
226,3262,24000,27503,16641
235,17558,13830,13970,14470
236,17551,13826,13956,14452
243,42033,39812,42861,47727
244,17558,13830,13970,14470
246,17558,13830,13970,14470
247,18821,22094,18337,19723
248,24475,25982,28892,33257
253,19948,19128,18771,20424
1,10197,9952,9203,8659
10,2106,4283,6941,5909
15,5202,5722,5722,6068
16,4283,6941,5909,6163
17,4283,6941,5914,6166
19,2962,5162,4655,4767
23,3033,2086,7403,5890
32,16460,31078,35921,29831
33,5202,5722,5722,6068
35,26675,44102,20994,57449
39,13573,21879,25072,21280
41,22505,28505,26743,25727
43,3329,2377,34921,770
44,3411,2430,34950,796
49,10910,6362,40517,6116
63,3773,5612,4664,3156
64,4155,6336,7113,5737
68,4283,6941,5909,6163
72,6287,9811,9796,9185
73,0,0,7324,7324
79,8732,17722,21695,24384
80,10313,10138,9389,8849
81,8201,8086,9027,9606
82,6319,8942,10106,8246
100,6290,9815,9798,9185
101,32308,49368,58229,60250
103,0,927,8252,8252
128,1351,32117,31325,0
147,5637,4603,4633,4498
161,4155,6336,7113,5737
164,2441,3475,5707,5300
165,3878,5467,4399,2946
166,19892,30821,35178,29526
179,7249,16238,20212,22901
187,5116,5558,5719,5729
192,6544,3114,3978,3553
201,3050,5141,4369,3020
210,16460,31078,35921,29831
213,13573,21879,25072,21280
222,5229,8976,12364,14993
235,26675,44102,20994,57449
243,40897,54477,65371,67395
244,28979,46990,23308,59480
245,5720,5320,37298,2842
246,26774,44229,21106,57568
247,16014,25353,30779,26580
248,14123,10248,44265,9827
249,18393,25971,38628,41667
253,19892,30821,35178,29526
0,5326,5960,5482,4195
3,30989,30989,30989,30989
15,9972,9972,9972,9972
23,6230,5693,2908,2
32,18836,14484,11366,7873
33,9972,9972,9972,9972
35,26550,24753,22310,19562
39,19355,14411,12422,9224
41,10403,8670,7994,7004
49,8868,10711,8804,6706
80,5090,4984,4779,4386
81,91229,91613,91462,91584
101,32314,28709,24906,21551
112,5026,5026,4718,4718
128,5199,3760,2482,1936
147,31648,25897,21046,18478
151,25452,24028,21812,19435
166,20154,14606,11149,7410
183,6387,2958,2484,3838
187,77630,78006,78164,78277
192,5939,6303,5700,4440
210,18836,14484,11366,7873
213,19355,14411,12422,9224
235,26550,24753,22310,19562
236,25452,24028,21812,19435
243,45941,38872,33961,30335
244,30036,24753,22310,19562
245,5891,4010,2636,2043
246,26576,24790,22339,19562
247,20250,15089,12982,9558
248,19365,14082,11622,10773
249,35538,30202,25967,23331
250,10497,3371,2818,4066
253,20154,14606,11149,7410
0,3783,4763,6891,6771
1,4964,6239,9070,7780
3,9,9,9,6043
10,5909,7854,6318,4307
16,8102,6517,4496,10197
17,8102,6517,4496,10197
20,7895,6396,4417,10144
32,28924,29582,32801,42487
35,10706,10075,12374,19454
36,0,0,0,6380
39,23271,25072,27385,33289
41,16653,17151,20831,28588
49,7176,8497,10204,10385
63,4090,4333,5288,5970
64,4187,4431,5391,6076
68,7854,6318,4307,10021
80,4975,6246,9105,7796
82,5704,6070,7718,8720
100,2107,2356,4487,7537
101,11966,11571,13202,21437
110,0,0,0,6380
111,1400,1748,2124,5465
127,0,0,0,6380
151,10706,10075,12374,19454
161,4187,4431,5391,6076
165,3815,4244,5391,5821
166,28975,31141,35103,42009
192,4090,4951,7037,7054
201,4027,4208,5166,5768
210,28924,29582,32801,42487
213,23271,25072,27385,33289
222,9897,9265,11564,12492
232,1400,1748,2124,5150
235,10706,10075,12374,19454
236,10706,10075,12374,19454
243,18804,19221,23323,30831
244,10731,10075,12374,19643
246,10706,10075,12374,19454
247,25159,26897,29712,36189
248,8097,9147,10949,11378
251,3815,4244,5391,5821
253,28975,31141,35103,42009
262,9477,8654,10627,18203
0,10548,18429,20594,0
1,14300,21853,24182,0
10,7575,18488,16566,0
16,18488,16566,13834,0
17,18488,16566,13834,0
19,8269,6297,9176,0
20,10220,10269,4658,0
23,13829,796,1269,0
32,147893,178956,207943,0
35,23359,27631,32230,0
39,127608,169944,192582,0
41,51979,69603,78984,0
49,22698,35248,40289,0
58,3649,5089,5805,0
63,7082,9844,11515,0
64,7082,9844,11515,0
68,18488,16566,13834,0
72,8292,10875,14665,0
74,13604,602,956,0
77,5487,5585,6053,0
80,14817,22641,24951,0
82,12609,15061,17301,0
100,7922,21725,31922,33356
101,23359,27631,32230,0
111,0,2100,23280,0
119,0,2100,23280,0
124,10798,11595,11938,0
130,3649,5089,5805,0
131,3649,5089,5805,0
132,5417,7618,8667,0
135,3649,5089,5805,0
136,3649,5089,5805,0
137,5417,7618,8667,0
151,23359,27631,32230,0
161,7082,9844,11515,0
162,3649,5089,5805,0
164,5487,5585,6053,0
165,7122,9477,11248,0
166,140217,185006,209883,0
188,2640,2640,4313,6572
192,11251,19440,21466,0
200,5566,6815,4504,0
201,7033,9835,11386,0
210,147893,178956,207943,0
213,127608,169944,192582,0
222,18322,22503,27019,0
230,5487,5585,6053,0
235,23359,27631,32230,0
236,23359,27631,32230,0
243,58486,75888,85829,0
244,23359,27631,32230,0
246,34157,39227,44169,0
247,133095,175529,198635,0
248,24329,36661,41660,0
249,6507,6285,6845,0
253,140217,185006,209883,0
261,0,11076,17519,18368
262,29281,34355,38694,0
0,11974,12732,18919,20793
1,14694,11175,10502,16073
10,3475,5160,191332,63388
11,59908,83719,99892,100856
14,10721,18878,22208,24359
15,49285,190415,190470,190500
16,5160,191332,63388,8790
17,5160,191332,65388,10964
19,3800,61842,22199,3700
20,1360,129490,41189,5090
23,38647,53632,60197,51616
32,59986,77201,80737,81704
33,49285,190415,190470,190500
35,81631,336456,338074,340376
36,0,254633,172,84
38,7184,9400,7619,6092
39,40771,36512,40749,43787
41,28938,213028,78864,34197
43,36497,24056,56222,63732
44,39868,28279,59079,67325
49,73479,64755,102006,110715
58,6020,13811,17851,20103
63,15974,28327,34730,40715
64,15974,28327,34730,40715
68,5160,191332,63388,8790
79,15816,14422,13890,14852
80,15683,12326,10999,16649
81,280747,441188,579557,655034
82,21096,32184,36541,42159
88,7091,9132,10555,13327
89,7091,9132,10555,13327
101,205234,517166,490973,499940
110,0,254633,172,84
111,60101,111940,88300,94277
112,24542,49876,70269,83304
116,7350,14655,19351,20766
117,87106,156654,96676,95832
118,94456,171309,116027,116598
119,60101,111940,45300,37777
128,118442,0,89510,150774
130,6020,13811,17851,20103
131,6020,13811,17851,20103
132,6020,13811,17851,20103
135,6020,13811,17851,20103
136,6020,13811,17851,20103
137,6020,13811,17851,20103
147,207069,349071,463188,512660
150,0,0,33000,1500
151,65816,322034,324184,325524
154,289,90,4512,7674
161,15974,28327,34730,40715
162,6020,13811,17851,20103
164,4114,4782,5007,5765
165,16982,27402,31533,36394
166,61867,68696,77289,85945
179,11149,9755,9223,10185
187,188068,296957,400443,463478
192,13262,14526,20785,22801
200,7710,10252,2461,5661
201,8883,19195,24175,27389
210,59986,77201,80737,81704
213,40771,36512,40749,43787
222,31329,13811,21308,23561
232,0,0,43000,56500
235,81631,336456,338074,340376
236,65816,322034,324184,325524
238,2863,5385,6324,7285
243,252852,577283,560716,570101
244,168737,493110,434751,436208
245,134323,199588,175106,183923
246,81631,336456,338074,340376
247,44885,41294,45756,49552
248,171221,240827,222641,229725
249,223914,364255,481851,535904
250,97741,176072,120636,119010
251,16982,27402,31533,36394
253,61867,68696,77289,85945
260,0,0,6812,7121
15,49199,49199,49199,0
32,8406,3684,4420,0
33,49199,49199,49199,0
39,7107,3267,4150,0
41,6228,6369,4954,0
49,5989,6179,7240,0
166,7613,3542,4208,0
192,4491,4642,5596,0
210,8406,3684,4420,0
213,7107,3267,4150,0
243,7246,7370,5492,0
247,7589,3638,4652,0
248,7435,7632,9276,0
253,7613,3542,4208,0
10,7276,4908,6524,7561
11,3445,4133,4772,5909
15,7655,7655,7655,7655
16,4921,6524,7561,7423
17,5967,8197,8941,8448
19,4141,5470,6722,6247
23,1456,6617,5860,3984
32,10311,15544,13676,17233
33,7655,7655,7655,7655
35,37895,41099,44371,47737
39,5249,5933,6711,8212
41,32289,33863,38063,39936
43,5902,4230,4859,5081
44,5902,4230,4860,5201
49,12255,13912,14375,15382
63,3099,3964,4257,5029
64,3219,4058,4344,5090
68,4908,6524,7561,7423
72,23297,23029,27031,29240
74,1131,5298,4526,3003
81,7801,8972,10185,11118
82,5857,6058,7137,8838
100,23324,23071,27079,29295
101,48813,50157,53486,56950
103,10934,11006,11090,12005
111,2985,5700,12257,6733
117,5016,4828,4256,4132
118,5016,4830,4258,4144
128,5997,2534,1553,1790
147,4974,6070,7127,7704
151,37895,41099,44371,47737
161,3219,4058,4344,5090
165,3145,3508,4450,5544
166,11106,11991,13848,17050
182,7844,9556,8438,9379
210,10311,15544,13676,17233
213,5249,5933,6711,8212
222,27792,30948,34230,37598
232,2856,2700,10120,4630
235,37895,41099,44371,47737
236,37895,41099,44371,47737
243,59325,64095,67359,72207
244,42910,45927,48627,51869
245,10918,9059,9119,9345
246,40769,44062,47547,51491
247,7961,8483,9399,11506
248,18555,20034,19812,20716
249,27036,30233,29296,32271
250,6300,6122,5437,5333
253,11106,11991,13848,17050
262,20033,19951,23688,24554
11,3901,3236,4299,5102
32,6247,7082,8171,9132
35,423,7411,11337,11240
39,4009,5577,6044,6973
81,11246,10858,13184,18445
101,6817,11120,14630,15864
112,1633,3733,4184,6065
117,5607,3078,2602,3355
118,5607,3132,2916,3667
128,6384,2948,2963,4574
147,6944,10680,11887,15914
151,369,7327,11213,11089
166,5688,9832,8223,9219
210,6247,7082,8171,9132
213,4009,5577,6044,6973
235,423,7411,11337,11240
236,369,7327,11213,11089
243,8056,13346,16527,18571
244,6030,10489,13939,14595
245,6394,3772,3627,4950
246,505,7570,11505,11483
247,5157,6867,7537,9097
248,7551,5776,5023,7087
249,7144,10901,14249,16405
250,5788,3326,3094,3902
253,5688,9832,8223,9219
243,5302,1813,1252,969
0,15918,17779,16585,18947
1,54640,59118,64894,60984
10,29820,37778,30094,32621
11,25372,27322,27906,29288
16,37778,30094,32621,41567
17,37778,30094,33379,41567
19,20899,12585,10237,20822
20,16879,17509,22384,20745
23,37158,10420,16196,52592
32,249521,270655,295195,318962
35,110111,111187,126284,150395
38,8832,7000,18447,36874
39,171778,209816,238300,230772
41,128387,129698,147726,147389
43,10104,31178,26294,7294
44,10944,32092,27183,7341
49,35593,55708,56366,40132
58,20606,11866,19422,31938
63,30377,18702,28952,43963
64,31656,20015,30194,45177
68,37778,30094,32621,41567
72,3297,3757,5631,4333
74,25602,645,1104,27335
80,55021,59487,65419,61633
81,124329,134069,148929,173917
82,72991,69230,68394,84078
100,28051,30342,38705,35569
101,156357,160817,180687,193022
111,26000,29900,71950,29201
112,4224,7028,7028,7210
117,36142,18452,28108,35333
118,37664,19248,28108,35333
119,9000,11750,33263,15701
123,85901,92718,95548,100545
128,8468,19536,21782,1060
130,20606,11866,19422,31938
131,20606,11866,19422,31938
132,20982,12111,19701,32449
135,20606,11866,19422,31938
136,20606,11866,19422,31938
137,20982,12111,19701,32449
147,67932,68555,74296,90366
151,110111,111187,126284,150395
159,11650,10340,9603,10114
161,31761,20111,30210,45110
162,20688,11941,19435,31884
164,44417,51181,43732,40720
165,28574,18049,24662,43358
166,244770,279046,306694,314850
192,20729,20543,22512,25396
201,26839,15496,25061,40937
209,15639,16429,22801,21516
210,249521,270655,295195,318962
213,171778,209816,238300,230772
222,105244,106349,121360,145520
229,35657,43239,34859,30762
230,36753,44248,36405,32600
232,17000,18150,38688,13500
235,110111,111187,126284,150395
236,110111,111187,126284,150395
238,5857,3386,5360,8488
240,4848,6419,6350,4820
243,197775,199177,222762,238704
244,146253,129639,154392,185728
245,48608,51339,55292,42674
246,112715,113600,128347,152821
247,216195,260997,282032,271492
248,85060,85576,94415,85883
249,69388,69479,75035,91315
250,49467,29868,38048,45751
251,28309,0,24331,42995
253,244770,279046,306694,314850
261,5990,6015,5809,6452
262,92794,73990,91360,107257
11,5572,5829,6429,6575
15,13957,13957,13957,13957
32,16512,17437,17581,13881
33,13957,13957,13957,13957
39,14144,16442,15696,12945
41,6801,6332,7232,7257
49,17875,17919,19471,21808
81,53207,53168,58656,57166
100,5425,4900,6072,5347
101,21522,16244,17132,12324
111,7725,7048,5534,3235
112,19951,20199,22269,21823
117,17885,14748,15865,14896
118,17885,18147,18909,17880
123,23726,23284,25726,24921
128,20947,17331,18278,16297
147,28654,28358,30440,28770
166,13885,17029,16237,12071
